Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
080062004600047028001080060100209000070050000000000000900001500000000780000006049,783962154695147328421583967164239875379658412852714693947821536236495781518376249,25,46,10,0,1,2,0,0,0,Intermediate,
040090000090015063200007040000000004500000070000040016053000007000002609000001050,146293785798415263235687941381726594564139872972548316853964127417852639629371458,24,45,12,0,0,0,0,0,0,Easy,
900006040630809000052030700000400000060000052008900000000003007300600520000000064,971256843634879215852134796213465978769318452548927631426593187387641529195782364,25,47,9,1,0,0,0,0,0,Intermediate,
005000000970000208000100060090680000080709000637200000000810000002060300850000600,165328497973546218428197563591684732284739156637251849346812975712965384859473621,25,45,11,0,0,0,0,0,0,Easy,
080100070000900300000402500028004005100300090004700230007000902001000000409000000,682153479745986321913472568328694715176325894594718236867531942231849657459267183,25,42,14,0,0,0,0,0,0,Easy,
080063715000809000000070008012900060053006102008000000000008650000120007000005000,984263715175849236326571948412957863753486192698312574241738659569124387837695421,27,53,1,0,0,0,0,0,0,Easy,
000000007400080010700009860000000090000000403902000006240800000003061009089030000,368124957495687312721359864614273598857916423932548176246895731573461289189732645,24,81,15,3,0,1,0,5,6,Expert,
301045006000006020600000009005000070960300100030009000000070090000130000502004000,321945786859716324674283519245861973968327145137459268483572691796138452512694837,24,52,22,0,0,0,0,3,2,Expert,
065300007900051083000006920000000100720000000300008702807005000000100000050002090,265389417974251683183746925548627139729513864316498752837965241692134578451872396,26,39,16,1,0,0,0,0,0,Intermediate,
000000000301705090900000050205030047000400009000150008000800010103047000508001070,752394861361785294984216753295638147816472539437159628679823415123547986548961372,27,44,8,1,0,1,1,2,0,Expert,
000500900000090010005000074200000103000054000900000058009280000840039000070015002,721543986483697215695821374257968143168354729934172658519286437842739561376415892,26,57,8,0,0,3,0,2,2,Expert,
000000900092030050000206080100059000000108609000300008007501000000020000908073000,873415926692837451514296783186759234235148679749362518467581392351924867928673145,25,44,12,0,0,0,0,0,0,Easy,
070800230003025000810006050000000000030052000000000080000000074740001600200070810,975814236463725198812396457597148362638952741124637985381269574749581623256473819,25,47,9,0,0,0,0,0,0,Easy,
070060000000270043000000007000309000040000008002000970800400000090050800005020390,573164289968275143124938657751389462649712538382546971836491725297653814415827396,23,27,31,0,0,0,0,0,0,Easy,
800200064000069002000000000300000090000050620690028057000035000080002039000400006,815273964437569812269184375352746198748951623691328457976835241584612739123497586,26,44,11,0,0,0,0,0,0,Easy,
080000625000010000507000100190620800002083059300500001010200000000730000000000090,981374625264815937537962184195627843642183759378549261413298576859736412726451398,26,38,17,0,0,0,0,0,0,Easy,
200000000070629000309400000030765020040010057000000690000000000091003004000204010,215837946874629135369451872938765421642918357157342698423176589791583264586294713,26,41,14,0,0,0,0,0,0,Easy,
046003002001007930270000000000302000000000140000100080000009070309408620010000000,946853712581627934273941856194382567628795143735164289462519378359478621817236495,25,40,16,0,0,0,0,0,0,Easy,
290000000106000504030005000004009200000000038000000016000300042301090050000082100,295874361176923584438165729814639275962751438753248916589317642321496857647582193,25,37,19,0,0,0,0,0,0,Easy,
000100038000300000000002001002004975050700080080000000100408000800005320940070000,294157638561389247738642591612834975459726183387591462123468759876915324945273816,25,50,19,3,1,2,0,2,2,Expert,
003000000000500000040000090035420800001000402800910057402700008070000000390008004,583197246219564783647382591735426819961875432824913657452731968178649325396258174,26,59,5,0,1,0,0,3,2,Expert,
900600038000000956000000007000000029000809003000027010305000000802905000100002690,971654238423178956586293147718436529254819763639527814395761482862945371147382695,26,43,12,0,0,0,0,0,0,Easy,
000400600000380000000005780000890000000000301050006400306000500017050049090007060,821479635765382914934165782473891256689524371152736498346918527217653849598247163,25,63,1,2,0,0,0,2,2,Expert,
907600000000000000004008000000920007069007000070805300005003860600000400403009000,937654182856271934214398675348926517569137248172845396725413869691782453483569721,24,42,15,0,0,0,0,0,0,Easy,
008200570070001000034070010040092003001000000000005002710800000005003400000900030,198236574572481396634579218847192653251368749369745182713824965985613427426957831,25,33,23,0,0,0,0,0,0,Easy,
830000060496000000000000000002300006060000080000050340001430850020008030000061004,835719462496825173217643598542387916763194285189256347671432859924578631358961724,25,40,13,0,1,0,0,3,0,Expert,
000000627020106000000800901800400000000009100904600500000742006000000294000050000,138594627729136485465827931872415369653279148914683572391742856587361294246958713,25,43,13,0,0,0,0,0,0,Easy,
040005706020000000700080010000043082100050003000000060000500000008036000500002840,849315726321764958765289314657943182182657493493821567274598631918436275536172849,24,42,15,0,0,0,0,0,0,Easy,
005360020080024001000500007000802000007040000600030008003000400000700500000008100,915367824786924351324581697451872936837649215692135748573216489148793562269458173,23,46,12,0,0,0,0,0,0,Easy,
000000000970530000360097000504010003000900000000000540203600000400001006010479002,145286739972534618368197425584712963631945287729863541293658174457321896816479352,26,37,18,2,0,0,0,0,0,Intermediate,
200000007007000008090000500000907060671000400000080200010560740060018000402090000,285634197147259638396871524528947361671325489934186275819562743763418952452793816,26,44,11,0,0,0,0,0,0,Easy,
001000002750309400000061970017006000360540000000000007000400210004005000000010090,981754362756329481432861975517296843368547129249138657695473218124985736873612594,26,29,26,0,1,2,1,0,0,Intermediate,
000010000063405000400689000000000809600800001012006000000203000240900050090060014,985317642763425198421689573574132869639854721812796435156243987248971356397568214,27,88,7,0,0,1,0,4,4,Expert,
010000900040700602620109437080000000200600040000003200300000060004001090800006700,713462958945738612628159437186524379239687541457913286372895164564271893891346725,27,41,12,3,0,0,0,1,0,Expert,
940200000001000870287000000005000010700008040090054700060800000004070200000020600,943287561651439872287615439435762918726198345198354726562843197814976253379521684,25,60,7,2,1,3,0,2,2,Expert,
000000000000003125000060380086050010002000000005100403030001000400600902020400800,853217694967843125214569387386754219142396578795182463538921746471638952629475831,25,89,28,3,1,2,0,10,12,Expert,
000030090037020000490050002000001005080703041009008370003000000201000000050000007,512634798837129654496857132374261985685793241129548376763482519241975863958316427,25,35,21,0,0,0,0,0,0,Easy,
085000000007000000000000320000000004098000700000007863003070500400086002200045000,385724619127693485964851327731568294698432751542917863813279546459386172276145938,23,42,16,0,0,0,0,0,0,Easy,
000003961000000000000050030040931050050006700036500040000209070500000090710060002,485723961673194528291658437847931256952846713136572849364289175528317694719465382,27,43,10,0,1,1,0,1,0,Expert,
800000004600805000000010950000000000004000030090003026005080340040000591203000000,851239764679845213432716958386921475524678139197453826965187342748362591213594687,24,46,11,0,0,0,0,0,0,Easy,
530000000040200009000000500001900047920570003004103200000009064010000000290000000,532896471647215389189437526351962847928574613764183295875329164416758932293641758,25,40,16,5,0,0,0,0,0,Intermediate,
036000005405000000817000003000019000090005000004070800000040607000060091061030050,936184275425397186817256943678419532193825764254673819389541627542768391761932458,26,61,13,2,0,1,0,2,2,Expert,
000010800008000002000000000209000030013084700040070000000030906036009000700640310,927315864358496172164827593279561438613284759845973621581732946436159287792648315,25,39,16,1,0,0,0,1,0,Expert,
000200000900050070030080000500018002090430010003000900040700000208194000170000020,685247139924351678731689254567918342892436517413572986346725891258194763179863425,26,60,4,1,0,0,0,2,2,Expert,
800071503000000600010000020500309007000000030009010800001000000302000750906000002,864271593295834671713965428528349167147658239639712845471523986382196754956487312,24,52,5,0,0,0,0,0,0,Easy,
902560000030000509000000000000207908800450007000900403060000320594000700300000000,972564831136728549485391672643217958819453267257986413761849325594132786328675194,26,45,10,0,0,0,0,0,0,Easy,
006050007570000000081000003062000000310700605005000900000006000200580009000009280,926354817573812496481697523762945138319728645845163972198276354234581769657439281,25,52,4,0,0,0,0,0,0,Easy,
000105000000400650034000200000300006002009000090060012640200803000506000001030000,926185734817423659534697281458312976162759348793864512645271893389546127271938465,25,32,24,0,0,0,0,0,0,Easy,
670503009100006005000009017010200900043001060000090030000000500500000040090100006,678513429129476385435829617716238954943751862852694731261347598587962143394185276,26,27,28,0,0,0,0,0,0,Easy,
000000020360700094400006300000300069010054000000090200000002906000007000900040750,175439628368725194492816375824371569619254837537698241743582916251967483986143752,25,37,19,0,0,0,0,0,0,Easy,
006001000010000952092003004004000000050000003030050806800600001000010205025400030,546291387318746952792583164684137529951862743237954816873625491469318275125479638,27,41,13,0,0,0,0,0,0,Easy,
200000370007000090600049000080420600001600700900031800300000000809000020000000160,294815376157263498638749251583427619421698735976531842362154987819376524745982163,25,61,8,3,0,1,0,2,2,Expert,
000000100008009300002050040000070080001000430230000007804025000100000050320908070,953247168478169325612853749549376281781592436236481597864725913197634852325918674,26,39,16,1,0,0,0,0,0,Intermediate,
097008200010002000005000007900000003050080000100003002041027509000000030300509000,497638215618752394235194687982465173753281946164973852841327569529846731376519428,25,25,30,0,0,1,0,1,0,Expert,
090700080200095060360400500023040700004000008500200000079006400000000000052009000,195762384248395167367481592923648715714953628586217943879526431631874259452139876,26,50,5,0,0,0,0,0,0,Easy,
005000016090600000007450000210907000003000740900004020000000000700009000451000060,345798216198623457627451398214987635583216749976534821869345172732169584451872963,24,39,18,3,0,1,0,0,0,Intermediate,
001000040005000302860000000420006580000023000000500073070000021004100000508004000,391672845745981362862435197423716589957823614186549273679358421234167958518294736,25,50,6,0,0,0,0,0,0,Easy,
009008051100000300005620000006000510020390006400000800910000004003040108000000000,649738251182954367735621489396487512821395746457162893918573624563249178274816935,25,48,11,0,0,0,0,2,2,Expert,
160000000000600000200041000400090718890010204300000600700204003000000400910087000,163875942549632871287941365426593718895716234371428659758264193632159487914387526,27,54,0,0,0,0,0,0,0,Simple,
008500001007000080000000006300005000009070000200600198600910000002300009800762003,938526741167439582524187936316895274489271365275643198653914827742358619891762453,26,45,10,2,0,0,0,0,0,Intermediate,
000009005501200000040001230000600090000920600600003401300065109000090050400007300,263749815581236947947851236724618593135924678698573421372465189816392754459187362,28,41,12,4,0,0,0,0,0,Intermediate,
304070000000500009000000004500000010000208500010030020200043000007000008080059030,324976185178524369659381274542697813793218546816435927265843791937162458481759632,23,32,26,0,0,0,0,0,0,Easy,
000000008000003090908000410010079040020306000060010900000702000007030001090600800,256194738174863295938527416815279643429386157763415982581742369647938521392651874,25,45,11,1,0,0,0,0,0,Intermediate,
000901000200000041041005600000000270709000005000100800006000004020009500058000060,687941352295836741341725698814593276739682415562174839976358124123469587458217963,24,106,15,4,2,2,0,10,18,Expert,
019800000000000060080000049090060000000000700000742018007901000040600301000400072,619834527475219863283576149798165234124398756536742918367921485842657391951483672,25,54,30,0,0,1,0,4,6,Expert,
070000006001000423600000100000091005029003070003000000000020060900600040010039500,275314896891756423634982157467891235129543678583267914348125769952678341716439582,25,40,16,0,0,0,0,0,0,Easy,
900025008700010500000900027000370000060501030000000800000006179000050060100000200,943725618782613594651948327218374956469581732375269841524836179897152463136497285,25,35,21,0,0,0,0,0,0,Easy,
020600000000070090000000810060800900700400000001030200007020003083700000900040080,129683745856174392374259816265817934738492561491536278647928153583761429912345687,23,43,15,0,1,1,0,0,0,Intermediate,
000002006000004070800630400000000060300080207600970100010000004000000802700028003,431792586926854371875631429187243965359186247642975138218369754563417892794528613,25,43,17,0,2,5,0,2,2,Expert,
000007102010030080850020900000000000300170400000090050209300800000050200070240390,934587162612934587857621934495862713368175429721493658249316875183759246576248391,27,50,3,0,1,0,0,1,0,Expert,
020980300095000000800700010003217004210400050007000000130050000000009000540302000,721984365395621847864735219953217684216498753487563921139856472672149538548372196,27,51,3,0,0,0,0,0,0,Easy,
000000610000620980000040000134000000208000030060401000400780020900006800003200006,847593612351627984692148753134872569278965431569431278416789325925316847783254196,26,33,20,0,0,0,0,2,0,Expert,
800020400009860070010009000400000000100080600000195000950070000007000002020406000,836527419549861273712349856475632198193784625268195734954278361687913542321456987,24,48,8,1,1,1,0,1,0,Expert,
000000560000010004620000807000500048700062301000004200000008130000320780000000005,417289563358716924629453817132597648794862351865134279576948132941325786283671495,26,53,2,0,0,0,0,0,0,Easy,
200039070100000400034050000300000000050263000002000004710020000000000096003501000,265439871197682453834157269376948512451263987982715634719826345528374196643591728,24,41,15,0,0,1,2,1,0,Expert,
008201003010006000500007900090000100032000000000000080206090870000700501080005200,968241753713956428524837916695378142832514697471629385256193874349782561187465239,25,47,9,0,0,0,0,0,0,Easy,
062000000000102060009000003780000009030600010005310080050090008800000000016000020,562973841348152967179864253781425639234689715695317482453296178827541396916738524,24,28,29,0,0,0,0,0,0,Easy,
000095200040020080000013600100060000030080049000509000006030090000108030000000800,763895214541627983298413657159364728637281549824579361486732195972158436315946872,24,37,20,0,0,0,0,0,0,Easy,
050006200600049005004100000000800000061000000072000040000480120900000000008060700,159736284687249315324158697493812576861574932572693841736485129915327468248961753,23,44,14,0,0,0,0,0,0,Easy,
000002000040006001020479008010000600600800023002040090078090000060000080100000000,786512439945386271321479568817923654694857123532641897478295316269134785153768942,24,36,20,2,1,1,1,1,0,Expert,
201000060060000005000900000050400000097020001620030000910070030000503000540060700,281754369769382415435916278158497623397625841624831957916278534872543196543169782,25,45,11,1,1,1,0,0,0,Intermediate,
000000000092300000000060000710020080300008200800097056000070095000000001170036020,431785962692314578587269143716523489359648217824197356243871695968452731175936824,25,48,8,0,0,0,0,0,0,Easy,
000006000021080005840105000002000600059400200180600000915000080004000000000200300,597326814321984765846175923472538691659417238183692547915763482234859176768241359,25,52,4,0,0,0,0,0,0,Easy,
600000700002400000341200006700006050000000300008000671800000000000300500010050200,685193724972468135341275896739816452164527389528934671857642913296381547413759268,23,47,11,1,0,0,0,0,0,Intermediate,
650080000000029300040600809800070400000000000000500000520090004304805060060200030,659783241187429356243651879836172495415938627792564183528396714374815962961247538,26,42,13,0,0,0,0,0,0,Easy,
710030000000050000003009000097008063200000098800000702009000000302017080000026019,715832946924651837683479521597248163231765498846193752169384275352917684478526319,27,63,13,0,1,1,0,4,4,Expert,
070043290010507006900160000000000400000705000100000900007000120253000079600000004,576843291812597346934162785765928413349715862128634957497356128253481679681279534,27,42,12,0,0,0,0,0,0,Easy,
000103008000000904000080603030009000802000000006500002000610040900805000150200000,629143758318756924745982613531429867872361495496578132283617549964835271157294386,24,49,8,0,0,0,0,0,0,Easy,
803000040000004100009200600000000080006350201080601300005000000904020000100905000,813569742627834159459217638391742586746358291582691374235486917974123865168975423,25,157,31,2,3,6,1,15,22,Expert,
050000070020003000000809005009025040000340200005008000000002001410000000070034000,358261974927453816164879325739625148681347259245918637593782461412596783876134592,23,38,20,0,0,0,0,0,0,Easy,
020000000470000280008001000040039070300010800000280940094000600600000010710000030,521648397476395281938721564842539176369417825157286943294173658683954712715862439,26,50,5,0,0,0,0,0,0,Easy,
004100700050073046003080010000000185000000300780000460500000000960050000400000800,294165738851273946673984512329746185146598327785312469512837694968451273437629851,25,56,0,0,0,0,0,0,0,Simple,
470090000000000000360002500930060000200140709600000230520000314040000000009000000,475691823892735146361482597937268451258143769614957238526879314743516982189324675,25,41,15,1,0,0,0,0,0,Intermediate,
700035020000207009000100005006900002800700000050008067000302000002090080030006001,791635428345287619268149375476951832829763154153428967987312546612594783534876291,26,33,22,0,0,0,0,0,0,Easy,
030000010900730052028540000009000007780090000040200000000005100100002000000000973,537829614914736852628541739269158347785493261341267598473985126196372485852614973,25,42,14,1,0,1,1,0,0,Intermediate,
000000450500004300096007800007000018009800500030010000070080000000005003000300109,723198456581624397496537821267453918149876532835219764372981645914765283658342179,24,33,24,0,0,0,0,0,0,Easy,
500001006000080010460000005000007000005100709000520460070200000020078000000000800,598341276732685914461792385649837152285164739317529468874253691126978543953416827,23,38,30,0,0,0,0,2,2,Expert,
210000600060002145007000032000780006000000000000045000570000014100830000080000000,219453678368972145457168932935781426846329751721645389573296814192834567684517293,24,47,10,0,0,0,0,0,0,Easy,
007640000095010007008009206000000019000000800100090700060008900021000000000007501,237645198695812347418739256372586419956471832184293765563128974721954683849367521,25,42,14,0,0,0,0,0,0,Easy,
000160270060003018030020000700680400002410007800050000000000041000070002005000300,589164273264793518137528694791682435352419867846357129628935741413876952975241386,26,40,14,0,1,2,1,1,0,Expert,
005000807700000050004090000000800000831040000009000500007080090390000012000200704,915463827763128459284597163542876931831945276679312548427681395398754612156239784,24,46,11,0,0,0,0,0,0,Easy,
007000006000302000050900000109207300006090052000003000010005003800701090200000800,387514926691372584452986137149257368736198452528463719914825673863741295275639841,25,37,19,0,0,0,0,0,0,Easy,
003094010000000060009060700096500000000700003000000008070015000008039000400800000,763294815281357469549168732896543271124786953357921648972615384618439527435872196,22,51,8,0,0,0,0,0,0,Easy,
970000000000000000000000238100000093700000000003509006000012800002008001080063900,978321654236845179415697238154286793769134582823579416347912865692758341581463927,23,44,14,1,0,0,0,0,0,Intermediate,
009400015081000000070010020000052000000000000702009000900080400015020307038047200,269473815381295764574618923846752139193864572752139648927381456415926387638547291,27,48,6,0,0,0,0,0,0,Easy,
800050007090031050300000800000098000700005000000000704463907001901600000000000000,812459367697831452345276819134798625726345198589162734463927581951684273278513946,24,38,19,1,0,0,0,0,0,Intermediate,
702056000031000900600000000064702000000000403005030020400390200500000000017205000,742956831831427956659183742364712589278569413195834627486391275523678194917245368,26,49,6,0,0,0,0,0,0,Easy,
800043010300020700040510209008050000000489000090100000080000473000000002001000908,829743516315926784647518239478352691156489327293167845582691473934875162761234958,27,29,25,1,0,0,0,0,0,Intermediate,
000190000890000600400006000600000201201800039009002000000000340080340000060025000,526198473897453612413276598648739251251864739739512864972681345185347926364925187,25,51,25,1,1,1,0,7,6,Expert,
500001000000068000200090056080730001000000763000005009000002300060003082000150000,576241938319568274248397156982736541451829763637415829794682315165973482823154697,25,51,25,5,0,2,1,5,4,Expert,
030560480070031006002007050700006800000050000000000000000040700050700100000005620,139562487578431296462987351725396814614258973893174562281649735956723148347815629,24,48,8,1,0,0,0,1,0,Expert,
000063000200040050000008700004010038860050020020000400000020010000005070401600000,917563842286741953345298761574912638869354127123876495738429516692185374451637289,24,52,11,0,0,0,0,2,2,Expert,
010530008600040310008062400000080001300200506002000080005000000100007000004010000,417539628629748315538162479756983241381274596942651783875496132163827954294315867,25,52,10,0,0,0,0,2,2,Expert,
080000200000000009000000800800700300007403000005820040090004068070250400050980003,984137256762548139513692874849765312627413985135829647291374568378256491456981723,26,55,0,0,0,0,0,0,0,Simple,
050004003000230090020000000093426000070010400000007030240601000031900500009050000,957164823186235794324798615593426178678319452412587936245671389831942567769853241,27,47,7,0,0,0,0,0,0,Easy,
800030200005061000000509008500700000030095000028000010009053007006170000000000000,891437256275861493643529178564718932137295684928346715419653827386172549752984361,24,57,0,0,0,0,0,0,0,Simple,
200906007091300000000240900000000106000007000000620050760010005000409061000000420,243986517891375642576241983429538176658197234137624859764812395382459761915763428,26,55,0,0,0,0,0,0,0,Simple,
000306000000070032004002500006210000400000065081000400000100004000000810002007050,217356948958471632364982571536214789429738165781695423875163294643529817192847356,24,44,13,1,0,0,0,0,0,Intermediate,
002000530000003700005100040000026000043700000000000004080050063030000010010004850,892647531461593782375182946157426398943718625628935174789251463534869217216374859,24,38,19,1,0,2,0,0,0,Intermediate,
000800530700050006100003704009000015800409000000100000580070001060000079000060000,496817532738254196152693784349726815815439627627185943583972461261548379974361258,25,40,16,0,0,0,0,0,0,Easy,
000700000932008070000209430607000800400003060100092000000000301000000026000040900,846735219932418675571269438627154893459873162183692754798526341314987526265341987,25,43,13,0,0,0,0,0,0,Easy,
020000800003006105000070034075400601008060040010000000000700080050004200000001407,429513876783946125561872934275438691938165742614297358146729583357684219892351467,26,41,14,0,0,0,0,0,0,Easy,
000670003000000050000500006080005000031720600400810002300000041004000078718300000,159678423647231859823594716982465137531729684476813592365987241294156378718342965,27,41,12,1,0,2,0,1,0,Expert,
000080000900002010030700008100200050490030000070894000000403020000000000002100407,721986543958342716634715298183267954496531872275894361819473625547628139362159487,24,32,23,1,0,1,0,2,0,Expert,
090000048503000000001080500700001093016000750305600000800369000160000000000040000,692715348583426179471983526748251693916834752325697481854369217169572834237148965,26,50,12,0,0,3,0,2,2,Expert,
601703000070010060500000030000000000025080700010000083200000075000800009196005200,681723954973514862542698137864937521325481796719256483238149675457862319196375248,26,41,14,0,0,0,0,0,0,Easy,
100203700000080016000070280000090001000050000075800090030000000000520800060010057,189263745327485916456179283843692571691754328275831694538947162714526839962318457,25,59,8,0,0,2,0,2,2,Expert,
000000000240030000000020009050006004086000700090370002030807040000050906560003800,978614523245739168613528479752186394386942751491375682139867245827451936564293817,26,40,15,0,0,0,0,0,0,Easy,
400000000000900000070400200305870002120000008000001000009500704000020390004030010,462187539513962487978453261395876142126345978847291653639518724781624395254739816,24,42,15,1,0,0,0,0,0,Intermediate,
000000800500408010600000240000900500100040369006020000060500408000000000408210650,914352876572468913683791245847936521125847369396125784261573498759684132438219657,27,39,15,1,0,0,0,0,0,Intermediate,
000090081000460000430180050085700943907050008000000000706000000050000100310000005,562397481871465329439182756685721943947653218123849567796514832258936174314278695,27,47,7,0,0,0,0,0,0,Easy,
000105000200760000000093000604010090000020010000009057000004005900000070002300049,389145726215768934476293581654817392793526418821439657137984265948652173562371849,24,48,9,0,0,0,0,0,0,Easy,
000009100150000003032006000400000050000601390006000200000000020908240000300000085,864539172159724863732186549413892756287651394596473218645318927978245631321967485,24,37,20,1,0,0,0,0,0,Intermediate,
000057000000000910607000800100030008000900020003000100200010050806002030391700000,948157263532648917617329845169234578485971326723586194274813659856492731391765482,25,44,12,0,0,0,0,0,0,Easy,
070009000000070006090064000910002304002003800040910070000120400400036000130000007,673259148284371596591864723916782354752643819348915672869127435427536981135498267,28,45,12,1,0,0,0,2,2,Expert,
000850010000700004000903000310594008058000000400010000035000000001200005047000203,794852316583761924126943857312594678658327491479618532235476189861239745947185263,26,41,14,2,0,0,0,0,0,Intermediate,
900815000000000070000609100000306200090100080000000016020000500068020000105080003,937815462516432879284679135841396257692157384753248916329761548468523791175984623,25,51,5,0,0,0,0,0,0,Easy,
050002014000000390380040005100408000000029003040710020001003900007000000520000000,759382614214567398386941275192438567875629143643715829461873952937256481528194736,26,43,12,0,0,0,0,0,0,Easy,
460100305000005006000009002502800009009021600000000500900000000018000000600304980,467182395293475816851639742542867139389521674176943528934758261718296453625314987,26,97,26,2,1,2,0,10,18,Expert,
906020000500003000200000380008000050000600000000090042005000007002560008703209400,936728514584913726271456389648372951129645873357891642865134297492567138713289465,25,45,11,2,0,0,0,0,0,Intermediate,
020000008070301092000050000000700000860200300007000560010000870580060023000009000,329674158675381492148952736453716289861295347297438561916523874584167923732849615,25,30,26,0,0,0,0,0,0,Easy,
000000000000050020310000080000002073906800200000360010053708090090000008007025100,574283961869157324312649587148592673936871245725364819653718492291436758487925136,26,51,4,0,0,0,0,0,0,Easy,
000608010070000000804071030000000764000000000300000902208007001007030840000019000,539628417671394528824571639982153764746982153315746982258467391197235846463819275,25,43,27,1,0,2,0,2,2,Expert,
000000200000310070000000963000000009610080020307009800000605002000070050500100036,735496281986312574421857963258731649619584327347269815873645192162973458594128736,25,54,2,0,0,0,0,0,0,Easy,
400001023005609000900803000050000000000280010040000005000500130000000089030060254,486751923315629748927843561658914372793285416142376895264598137571432689839167254,26,45,10,0,0,0,0,0,0,Easy,
000604000000500000802070000000000000000009605093060072057043906208000030000050008,975634281314582769862971354426715893781329645593468172157843926248196537639257418,25,112,14,5,1,2,0,8,12,Expert,
000000087010060000080900400009450610300091000000000000600030905001070364000004000,596342187413867259782915436279453618368791542154286793647138925821579364935624871,25,46,10,0,0,0,0,0,0,Easy,
003910070940000300800006901000000002460008009000400000010004008000000700280001060,623915874941287356875346921738659142462178539159423687516734298394862715287591463,25,36,20,2,0,0,0,0,0,Intermediate,
000082060700049000200000041871600000000000006009004010065000009190070000000008000,914382567756149283283756941871693425542817396639524718465231879198475632327968154,24,42,15,0,1,3,1,0,0,Intermediate,
204700500810004023070030006000506000005180000400000000700010004000270000020000050,234761589816954723579832416192546378365187942487329165753618294948275631621493857,25,42,14,0,0,0,0,0,0,Easy,
000063900000000608000010070109500007650008140004000003810700009093000000005000004,578463921941257638362819475139542867657398142284671593816734259493125786725986314,26,55,0,0,0,0,0,0,0,Simple,
000000510000075328000000000024060001001000050060003800200480000000057004080106003,398642517146975328752831496924568731831794652567213849273489165619357284485126973,26,39,16,0,0,0,0,0,0,Easy,
000005006000270300705903040060090030000020094050840000006058400300000000070000000,439185276681274359725963148264591837817326594953847612196758423342619785578432961,25,36,20,0,0,0,0,0,0,Easy,
030140000009000000008002700500980000007504000100700000040003057003010020000050084,735148269269375841418692735526981473397524618184736592942863157853417926671259384,25,41,15,0,0,0,0,0,0,Easy,
098072001003100000000090000037005902920000000000029006006000700000068000501703000,498372561753186294162594837637815942924637158815429376246951783379268415581743629,26,51,4,0,0,0,0,0,0,Easy,
072000053085900000100000000020301800000400000817020500000000080250004000094030070,972148653385962741146573928429351867563487219817629534731296485258714396694835172,26,44,11,0,0,0,0,0,0,Easy,
006305000900207000003049500000003040600000000170000050000000301042700600000006009,426385197951267834783149562298513746635974218174628953869452371342791685517836429,24,34,23,0,0,0,0,0,0,Easy,
009207604284000000700000000000610480068000003000000000001802000407300800090074102,519287634284936571736145298972613485168459723345728916651892347427361859893574162,28,42,11,0,0,0,0,0,0,Easy,
090040700400000056070053104000800070006004903310007000000700000000000001500000000,295146738431978256678253194954831672786524913312697845123785469847369521569412387,23,49,9,0,0,0,0,0,0,Easy,
000006000000250006005080000009028600000070035000600400060000308080900002247000000,812396574394257186675184293439528617126479835758613429961742358583961742247835961,24,45,11,2,0,0,0,1,0,Expert,
005010408000050060002007051000000095016000070090740800700204000000009007000000082,975613428184952763362487951847126395516398274293745816758264139621839547439571682,26,62,14,7,1,0,0,4,6,Expert,
000001000130040090400502000500000000070000026000000549207005904006000002059003010,792831465135746298468592371521964783974358126683217549217685934346179852859423617,26,53,2,0,0,0,0,0,0,Easy,
090080640008030900300060705004050000800900000500000000007800500010300400905400071,791582643658734912342169785174253869863917254529648137437891526216375498985426371,27,49,5,0,0,0,0,0,0,Easy,
000000300000010092020739610607800200408170006200300000000000470000060008000000903,914628357376514892825739614637895241498172536251346789169283475543967128782451963,27,51,2,0,0,0,0,1,0,Expert,
009003800600009000740000000400000070090810002103000080000076290004300000307020100,259743816631589427748162539482635971596817342173294685815476293924351768367928154,26,41,13,0,0,0,0,1,0,Expert,
400000080600000001100000745800507090000000002000000470008109000760080000590040028,452371689687954231139628745824567193976413852315892476248139567763285914591746328,26,52,7,1,1,1,0,2,2,Expert,
030009005080030200002560070007000810000600009000000600690000120003000050018005000,736129485581437296942568371367954812824671539159382647695743128273816954418295763,25,41,15,0,0,0,0,0,0,Easy,
000007009000008005000000020418006900200050004059000080820100096100000500605070000,342517869971268345586493721418726953263859174759341682827135496194682537635974218,26,36,18,0,1,1,0,1,0,Expert,
000001070500690018000530000001000009000000050030000640807010564000050800090804100,386241975542697318179538426751463289964182753238975641827319564413756892695824137,27,52,16,2,0,3,0,3,2,Expert,
050080000076000500230600090000306200000070040090052300029000000000709800040000720,451987632976234518238615497584396271362871945197452386729548163613729854845163729,26,49,20,0,1,2,0,2,2,Expert,
570000600000502009000004703302000000009005020040000800003000007720039048000000900,574398612136572489298164753352986174819745326647213895983451267721639548465827931,25,37,23,0,0,3,0,2,2,Expert,
007004900800002010000000054041090006009000000500820000006000501000000009900000620,357184962894652713612379854741593286289746135563821497426938571178265349935417628,23,47,10,4,0,0,1,1,0,Expert,
000700006005490000000365000000000090730000400000010007406000900009572100001900305,943721856625498713817365249164237598738659421592814637456183972389572164271946385,26,41,14,0,0,0,0,0,0,Easy,
000006800000091007603070520070900230820060005000800000000030756000000082010000000,147256893258391467693478521576914238824763915931825674482139756369547182715682349,26,44,11,0,0,0,0,0,0,Easy,
000085000000610000625903010980001004060490008502000000000056000000200000400830200,314785962798612345625943817987521634163497528542368791279156483836274159451839276,27,39,15,0,0,0,0,0,0,Easy,
